etiqueta,sms,origen,special_char_count,exclamation_count,number_count,emoticon_count,message_length,spam_word_count,stop_word_ratio,uppercase_word_count,url_count,mensaje_limpio
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,original,3.0,0.0,1.0,0.0,88.0,0.0,0.25,1.0,0.0,aft finish lunch str lor ard number smth lor finish ur lunch
ham,Ffffffffff. Alright no way I can meet up with you sooner?,original,2.0,0.0,0.0,0.0,57.0,0.0,0.5454545454545454,1.0,0.0,ffffffffff alright way meet soon
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,original,5.0,0.0,0.0,0.0,144.0,0.0,0.3928571428571428,1.0,0.0,force eat slice hungry tho suck mark get worry know sick turn pizza lol
ham,Lol your always so convincing.,original,1.0,0.0,0.0,0.0,30.0,0.0,0.4,0.0,0.0,lol convincing
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,original,5.0,0.0,0.0,0.0,134.0,0.0,0.5,0.0,0.0,catch bus fry egg tea eat mom leave dinner feel love
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",original,2.0,0.0,0.0,0.0,75.0,0.0,0.2,0.0,0.0,amp pack car ill let know room
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,original,4.0,1.0,0.0,0.0,64.0,0.0,0.3333333333333333,1.0,0.0,ahhh work vaguely remember feel like lol
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",original,0.0,0.0,0.0,0.0,130.0,0.0,0.5769230769230769,0.0,0.0,wait clear sure sarcastic not want live
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,original,6.0,2.0,2.0,0.0,189.0,0.0,0.4878048780487805,0.0,0.0,yeah get number apologetic fall actin like spoil child get catch till number will not badly cheer
ham,K tell me anything about you.,original,1.0,0.0,0.0,0.0,29.0,0.0,0.3333333333333333,1.0,0.0,tell
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,original,1.0,0.0,0.0,0.0,84.0,0.0,0.6470588235294118,0.0,0.0,fear faint housework quick cuppa
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,original,2.0,0.0,1.0,0.0,159.0,1.0,0.5172413793103449,4.0,0.0,thank subscription ringtone uk mobile charge numbermonth confirm reply yes reply charge
ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,original,6.0,0.0,2.0,0.0,123.0,0.0,0.4285714285714285,1.0,0.0,yup ok home look timing msg xuhui go learn 2nd lesson
ham,"Oops, I'll let you know when my roommate's done",original,0.0,0.0,0.0,0.0,47.0,0.0,0.3333333333333333,0.0,0.0,oop ill let know roommate
ham,I see the letter B on my car,original,0.0,0.0,0.0,0.0,28.0,0.0,0.5,2.0,0.0,letter car
ham,Anything lor... U decide...,original,6.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,lor decide
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,original,4.0,2.0,0.0,0.0,155.0,0.0,0.5666666666666667,1.0,0.0,hello saturday texte decide tomo try invite
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,original,3.0,0.0,0.0,0.0,82.0,0.0,0.4705882352941176,1.0,0.0,pls ahead watts want sure great weekend abiola
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",original,13.0,0.0,0.0,0.0,142.0,0.0,0.4705882352941176,5.0,0.0,forget tell want need crave love sweet arabian steed mmmmmm yummy
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,original,4.0,0.0,2.0,0.0,172.0,4.0,0.3333333333333333,1.0,0.0,number rodger burn msg try reply sms free nokia mobile free camcorder number delivery tomorrow
ham,WHO ARE YOU SEEING?,original,1.0,0.0,0.0,0.0,19.0,0.0,0.75,4.0,0.0,see
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,original,10.0,1.0,0.0,0.0,72.0,0.0,0.3846153846153846,2.0,0.0,great hope like man endowed ltgt inch
ham,No calls..messages..missed calls,original,4.0,0.0,0.0,0.0,32.0,0.0,0.3333333333333333,0.0,0.0,callsmessagesmisse call
ham,Didn't you get hep b immunisation in nigeria.,original,1.0,0.0,0.0,0.0,45.0,0.0,0.375,0.0,0.0,not hep immunisation nigeria
ham,"Fair enough, anything going on?",original,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,fair go
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",original,0.0,0.0,0.0,0.0,67.0,0.0,0.3571428571428571,1.0,0.0,yeah hopefully tyler not maybe ask bit
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,original,4.0,0.0,0.0,0.0,148.0,0.0,0.4333333333333333,4.0,0.0,not know stubborn not want hospital keep tell mark weak sucker hospital weak sucker
ham,What you thinked about me. First time you saw me in class.,original,2.0,0.0,0.0,0.0,58.0,0.0,0.5,0.0,0.0,think time see class
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",original,10.0,0.0,0.0,0.0,124.0,0.0,0.3043478260869565,1.0,0.0,gram usually run like ltgt half eighth smart get second gram ltgt
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,original,0.0,0.0,0.0,0.0,80.0,0.0,0.3125,1.0,0.0,fyi ride early tomorrow morning crash place tonight
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",original,6.0,0.0,0.0,0.0,291.0,0.0,0.5272727272727272,3.0,0.0,wow realize embarassed accomodation think like good happy cave sorry not not sorry offer sorry room embarasse
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,original,5.0,0.0,0.0,0.0,120.0,0.0,0.1818181818181818,3.0,0.0,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,original,6.0,0.0,0.0,0.0,76.0,1.0,0.4615384615384615,0.0,0.0,know mallika sherawat yesterday find lturlgt
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",original,9.0,4.0,10.0,0.0,161.0,1.0,0.1111111111111111,3.0,0.0,congrat number year special cinema pass number number suprman matrix3 starwars3 etc number free bx420ip45we 150pm not miss
ham,"Sorry, I'll call later in meeting.",original,1.0,0.0,0.0,0.0,34.0,0.0,0.1666666666666666,0.0,0.0,sorry ill later meeting
ham,Tell where you reached,original,0.0,0.0,0.0,0.0,22.0,0.0,0.5,0.0,0.0,tell reach
ham,Yes..gauti and sehwag out of odi series.,original,3.0,0.0,0.0,0.0,40.0,0.0,0.4285714285714285,0.0,0.0,yesgauti sehwag odi series
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,original,4.0,0.0,1.0,0.0,108.0,0.0,0.4782608695652174,1.0,0.0,go to pick number burger way home not pain kill
ham,Ha ha ha good joke. Girls are situation seekers.,original,2.0,0.0,0.0,0.0,48.0,0.0,0.1111111111111111,0.0,0.0,ha ha ha good joke girl situation seeker
ham,Its a part of checking IQ,original,0.0,0.0,0.0,0.0,25.0,0.0,0.5,1.0,0.0,check iq
ham,"Sorry my roommates took forever, it ok if I come by now?",original,1.0,0.0,0.0,0.0,56.0,0.0,0.4166666666666667,1.0,0.0,sorry roommate take forever ok come
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,original,2.0,0.0,0.0,0.0,110.0,0.0,0.25,0.0,0.0,ok lar double check wif da hair dresser say wun cut short say cut look nice
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",original,1.0,0.0,2.0,0.0,153.0,1.0,0.4642857142857143,1.0,0.0,value customer pleased advise follow recent review mob award number bonus prize number
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",original,6.0,0.0,0.0,0.0,124.0,0.0,0.3478260869565217,0.0,0.0,today song dedicated day song dedicate send ur valuable frnd rply
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",original,8.0,0.0,10.0,0.0,161.0,0.0,0.2272727272727272,4.0,0.0,urgent ur award complimentary trip eurodisinc trav acoentry41 number claim txt dis number numbernumbernumbernumbermorefrmmob shracomorsglsupltnumber ls1 3aj
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",original,2.0,1.0,0.0,0.0,80.0,0.0,0.5333333333333333,0.0,0.0,hear new divorce barbie come kens stuff
ham,I plane to give on this month end.,original,1.0,0.0,0.0,0.0,34.0,0.0,0.5,1.0,0.0,plane month end
ham,Wah lucky man... Then can save money... Hee...,original,9.0,0.0,0.0,0.0,46.0,0.0,0.25,0.0,0.0,wah lucky man save money hee
ham,Finished class where are you.,original,1.0,0.0,0.0,0.0,29.0,0.0,0.4,0.0,0.0,finish class
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,original,1.0,0.0,0.0,0.0,45.0,1.0,0.3,10.0,0.0,hi babe home wanna xx
ham,K..k:)where are you?how did you performed?,original,6.0,0.0,0.0,1.0,42.0,0.0,0.5,0.0,0.0,kkwhere youhow perform
ham,U can call me now...,original,3.0,0.0,0.0,0.0,20.0,0.0,0.4,1.0,0.0,
ham,I am waiting machan. Call me once you free.,original,2.0,0.0,0.0,0.0,43.0,0.0,0.5555555555555556,1.0,0.0,wait machan free
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,original,2.0,0.0,0.0,0.0,73.0,0.0,0.5714285714285714,0.0,0.0,cool gentleman treat dignity respect
ham,I like you peoples very much:) but am very shy pa.,original,3.0,0.0,0.0,1.0,50.0,0.0,0.5454545454545454,1.0,0.0,like people shy pa
ham,Does not operate after  &lt;#&gt;  or what,original,5.0,0.0,0.0,0.0,42.0,0.0,0.7142857142857143,0.0,0.0,operate ltgt
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,original,3.0,0.0,0.0,0.0,76.0,0.0,0.5,0.0,0.0,look job ta earn
ham,"Sorry, I'll call later",original,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,sorry ill later
ham,K. Did you call me just now ah? ,original,2.0,0.0,0.0,0.0,32.0,1.0,0.625,1.0,0.0,ah
ham,Ok i am on the way to home hi hi,original,0.0,0.0,0.0,0.0,32.0,0.0,0.5,0.0,0.0,ok way home hi hi
ham,You will be in the place of that man,original,0.0,0.0,0.0,0.0,36.0,0.0,0.7777777777777778,0.0,0.0,place man
ham,Yup next stop.,original,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,yup stop
ham,"I call you later, don't have network. If urgnt, sms me.",original,2.0,0.0,0.0,0.0,55.0,0.0,0.4545454545454545,1.0,0.0,later not network urgnt sm
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,original,3.0,0.0,1.0,0.0,121.0,0.0,0.4615384615384615,2.0,0.0,real get yo need number ticket jacket multis
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,original,3.0,0.0,0.0,0.0,144.0,0.0,0.4193548387096774,2.0,0.0,yes start send request pain come bed double coin factory get to cash nitro
ham,I'm really not up to it still tonight babe,original,0.0,0.0,0.0,0.0,42.0,0.0,0.4444444444444444,0.0,0.0,tonight babe
ham,"Ela kano.,il download, come wen ur free..",original,3.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,ela kanoil download come wen ur free
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,original,3.0,2.0,0.0,0.0,62.0,0.0,0.1,0.0,0.0,yeah not stand close tho ll catch
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,original,4.0,0.0,1.0,0.0,195.0,0.0,0.5384615384615384,1.0,0.0,sorry pain ok meet night spend late afternoon casualty mean not stuff42moro include time sheet sorry
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,original,2.0,2.0,1.0,0.0,141.0,0.0,0.1923076923076923,2.0,0.0,smile pleasure smile pain smile trouble pour like rain smile sum1 hurt smile becoz love smile
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,original,2.0,1.0,7.0,0.0,139.0,0.0,0.391304347826087,1.0,0.0,customer service representative number number number 10am9pm win guarantee number cash number prize
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,original,3.0,0.0,1.0,0.0,107.0,0.0,0.2,2.0,0.0,not plan buy later check lido get number afternoon finish work
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",original,3.0,0.0,1.0,0.0,125.0,1.0,0.3636363636363636,2.0,0.0,free ringtone wait collect simply text password mix number verify usher britney fml
ham,Watching telugu movie..wat abt u?,original,3.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,watch telugu moviewat abt
ham,i see. When we finish we have loads of loans to pay,original,1.0,0.0,0.0,0.0,51.0,0.0,0.5833333333333334,0.0,0.0,finish load loan pay
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",original,6.0,1.0,0.0,0.0,184.0,1.0,0.4102564102564102,0.0,0.0,hi wk ok hol yes bit run forgot hairdresser appointment need home shower cause prob ham
ham,Please don't text me anymore. I have nothing else to say.,original,2.0,0.0,0.0,0.0,57.0,0.0,0.4545454545454545,1.0,0.0,not text anymore
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,original,2.0,1.0,0.0,0.0,81.0,0.0,0.3333333333333333,2.0,0.0,okay ur price long legal wen pick ave ams xx
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,original,2.0,0.0,1.0,0.0,76.0,0.0,0.375,0.0,0.0,look car buy go 4the drive test
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,original,4.0,0.0,1.0,0.0,160.0,0.0,0.3846153846153846,0.0,0.0,request melle melle oru minnaminunginte nurungu vettam set callertune caller press number copy friend callertune
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",original,5.0,1.0,0.0,0.0,183.0,0.0,0.4444444444444444,2.0,0.0,wow right not mean guess give boston man change search location nyc change cuz signin page say boston
ham,Umma my life and vava umma love you lot dear,original,0.0,0.0,0.0,0.0,44.0,0.0,0.3,0.0,0.0,umma life vava umma love lot dear
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,original,2.0,0.0,0.0,0.0,95.0,0.0,0.4705882352941176,0.0,0.0,thank lot wish birthday thank make birthday truly memorable
ham,"Aight, I'll hit you up when I get some cash",original,0.0,0.0,0.0,0.0,43.0,0.0,0.5,1.0,0.0,aight ill hit cash
ham,How would my ip address test that considering my computer isn't a minecraft server,original,0.0,0.0,0.0,0.0,82.0,0.0,0.4285714285714285,0.0,0.0,ip address test consider computer not minecraft server
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,original,6.0,1.0,0.0,0.0,115.0,0.0,0.5,2.0,0.0,know grumpy old people mom like well lie play joke
ham,Dont worry. I guess he's busy.,original,2.0,0.0,0.0,0.0,30.0,0.0,0.1666666666666666,1.0,0.0,not worry guess busy
ham,What is the plural of the noun research?,original,1.0,0.0,0.0,0.0,40.0,0.0,0.625,0.0,0.0,plural noun research
ham,Going for dinner.msg you after.,original,2.0,0.0,0.0,0.0,31.0,0.0,0.4,0.0,0.0,go dinnermsg
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,original,3.0,0.0,1.0,0.0,96.0,0.0,0.25,0.0,0.0,ok wif cos like number try new thing scare dun like mah cos say loud
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,original,6.0,1.0,5.0,0.0,159.0,0.0,0.2592592592592592,3.0,0.0,gent try contact weekend draw show win number prize guarantee number claim code k52 valid 12hrs 150ppm
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",original,10.0,0.0,0.0,0.0,143.0,0.0,0.1666666666666666,0.0,0.0,wa ur openin sentence formal fine juz tt eatin puttin weighthaha anythin special happen
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",original,7.0,2.0,1.0,0.0,156.0,0.0,0.40625,3.0,0.0,enter cabin pa say happy bday boss feel special askd number lunch lunch invite apartment go
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,original,7.0,0.0,6.0,0.0,153.0,1.0,0.3333333333333333,1.0,0.0,winner specially select number receive number number holiday flight inc speak live operator number claim 0871277810910pmin number
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,original,4.0,2.0,0.0,0.0,72.0,0.0,0.1666666666666666,0.0,0.0,goodo yes speak friday eggpotato ratio tortilla need
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,original,5.0,0.0,0.0,0.0,86.0,0.0,0.3333333333333333,0.0,0.0,hmmmy uncle inform pay school directly pls buy food
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,original,3.0,1.0,5.0,0.0,144.0,2.0,0.15,1.0,0.0,private number account statement number show number unredeemed bonus point claim number identifier code number expire
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",original,5.0,2.0,8.0,0.0,157.0,3.0,0.3076923076923077,4.0,0.0,urgent mobile award number bonus caller prize numbernumbernumber final try contact landline number box42wr29c 150ppm
ham,here is my new address -apples&pairs&all that malarky,original,3.0,0.0,0.0,0.0,53.0,0.0,0.5,0.0,0.0,new address applespairsall malarky
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,original,2.0,0.0,4.0,0.0,156.0,1.0,0.2592592592592592,0.0,0.0,today voda number end number select receive number award match number quote claim code number standard rate app
ham,I am going to sao mu today. Will be done only at 12 ,original,1.0,0.0,1.0,0.0,52.0,0.0,0.5384615384615384,1.0,0.0,go sao mu today number
ham,ÌÏ predict wat time Ì_'ll finish buying?,original,1.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,predict wat time ll finish buy
ham,"Good stuff, will do.",original,1.0,0.0,0.0,0.0,20.0,0.0,0.25,0.0,0.0,good stuff
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",original,4.0,0.0,0.0,0.0,244.0,0.0,0.6086956521739131,2.0,0.0,knowyetunde not send money send text bother send not involve not impose place apologise
ham,Are you there in room.,original,1.0,0.0,0.0,0.0,22.0,0.0,0.8,0.0,0.0,room
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,original,4.0,2.0,0.0,0.0,107.0,0.0,0.2962962962962963,26.0,0.0,hey girl hope del bak long time sum time lucyxx
ham,K..k:)how much does it cost?,original,5.0,0.0,0.0,1.0,28.0,0.0,0.4,0.0,0.0,kkhow cost
ham,I'm home.,original,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,home
ham,"Dear, will call Tmorrow.pls accomodate.",original,2.0,0.0,0.0,0.0,39.0,0.0,0.2,0.0,0.0,dear tmorrowpls accomodate
ham,First answer my question.,original,1.0,0.0,0.0,0.0,25.0,0.0,0.25,0.0,0.0,answer question
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,original,5.0,1.0,3.0,0.0,126.0,1.0,0.24,2.0,0.0,sunshine quiz wkly win sony dvd player know country algarve txt ansr number numbernumber sptyrone
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,original,7.0,1.0,6.0,0.0,162.0,0.0,0.0714285714285714,1.0,0.0,want number lay tonight want real dog location send direct number ur mob join uks large dog network bt txte gravel number not ec2a 31pmsg150p
ham,I only haf msn. It's yijue@hotmail.com,original,3.0,0.0,0.0,0.0,38.0,0.0,0.5,1.0,1.0,haf msn yijuehotmailcom
ham,He is there. You call and meet him,original,1.0,0.0,0.0,0.0,34.0,0.0,0.625,0.0,0.0,meet
ham,No no. I will check all rooms befor activities,original,1.0,0.0,0.0,0.0,46.0,0.0,0.4444444444444444,1.0,0.0,check room befor activity
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,original,3.0,0.0,1.0,0.0,155.0,1.0,0.3125,2.0,0.0,ll rcv msgs chat svc free hardcore service text number age verify yr network try
